employee_id,full_name,name,city,skillset,years_exp,expected_salary,linkedin_url
E0699,Aarav Banerjee,Employee_0699,Hyderabad,"Kubernetes, Data Analysis, C++, React, Node.js",6,12.19,https://www.linkedin.com/in/aarav-banerjee
E0700,Yash Reddy,Employee_0700,Bangalore,"Tableau, Data Analysis, Node.js, React",0,5.92,https://www.linkedin.com/in/yash-reddy
E0701,Zoya Mehta,Employee_0701,Chennai,"Power BI, Kubernetes",9,23.11,https://www.linkedin.com/in/zoya-mehta
E0702,Reyansh Sharma,Employee_0702,Bangalore,"Kubernetes, Docker, Java",5,14.94,https://www.linkedin.com/in/reyansh-sharma
E0703,Om Verma,Employee_0703,Pune,"Python, Deep Learning, AWS, Tableau, C++, Data Analysis",4,10.09,https://www.linkedin.com/in/om-verma
E0704,Harsh Patel,Employee_0704,Delhi,"Tableau, Deep Learning, SQL, Node.js",7,13.57,https://www.linkedin.com/in/harsh-patel
E0705,Zoya Gowda,Employee_0705,Bangalore,"Java, Machine Learning, JavaScript, C++, Data Analysis",4,6.87,https://www.linkedin.com/in/zoya-gowda
E0706,Sarthak Banerjee,Employee_0706,Bangalore,"Deep Learning, Node.js, Data Analysis",11,19.75,https://www.linkedin.com/in/sarthak-banerjee
E0707,Saanvi Kapoor,Employee_0707,Bangalore,"SQL, AWS, Kubernetes, Tableau, Data Analysis",2,8.67,https://www.linkedin.com/in/saanvi-kapoor
E0708,Vihaan Joshi,Employee_0708,Pune,"Docker, Power BI, Deep Learning, Node.js, Tableau",3,7.59,https://www.linkedin.com/in/vihaan-joshi
E0709,Dhruv Sharma,Employee_0709,Mumbai,"Data Analysis, React",0,3.59,https://www.linkedin.com/in/dhruv-sharma
E0710,Aarav Khan,Employee_0710,Bangalore,"Kubernetes, Machine Learning, SQL, Data Analysis, C++, React",12,19.88,https://www.linkedin.com/in/aarav-khan
E0711,Riya Verma,Employee_0711,Chennai,"Machine Learning, Kubernetes, Python",3,11.08,https://www.linkedin.com/in/riya-verma
E0712,Harsh Shetty,Employee_0712,Bangalore,"Machine Learning, Power BI, Tableau, Node.js, React, Deep Learning",6,14.06,https://www.linkedin.com/in/harsh-shetty
E0713,Riya Chauhan,Employee_0713,Bangalore,"Python, SQL",6,13.55,https://www.linkedin.com/in/riya-chauhan
E0714,Aarohi Gowda,Employee_0714,Hyderabad,"C++, Docker, Deep Learning, Tableau",0,3.0,https://www.linkedin.com/in/aarohi-gowda
E0715,Arjun Verma,Employee_0715,Bangalore,"Kubernetes, Deep Learning, Power BI, C++, AWS, React",0,3.0,https://www.linkedin.com/in/arjun-verma
E0716,Riya Naik,Employee_0716,Hyderabad,"AWS, Data Analysis, Machine Learning, Kubernetes, Docker",10,20.06,https://www.linkedin.com/in/riya-naik
E0717,Saanvi Joshi,Employee_0717,Delhi,"React, Python, AWS",3,9.06,https://www.linkedin.com/in/saanvi-joshi
E0718,Dhruv Banerjee,Employee_0718,Mumbai,"JavaScript, Node.js",1,7.06,https://www.linkedin.com/in/dhruv-banerjee
E0719,Rohan Singh,Employee_0719,Hyderabad,"SQL, Tableau",11,22.01,https://www.linkedin.com/in/rohan-singh
E0720,Reyansh Kapoor,Employee_0720,Bangalore,"React, JavaScript, Power BI",4,9.82,https://www.linkedin.com/in/reyansh-kapoor
E0721,Priya Reddy,Employee_0721,Bangalore,"Data Analysis, C++, Docker, AWS, React",2,6.6,https://www.linkedin.com/in/priya-reddy
E0722,Yash Mehta,Employee_0722,Hyderabad,"SQL, AWS, Deep Learning, Data Analysis, Tableau",0,4.03,https://www.linkedin.com/in/yash-mehta
E0723,Yash Singh,Employee_0723,Pune,"SQL, JavaScript, Python, Deep Learning",9,20.15,https://www.linkedin.com/in/yash-singh
E0724,Zoya Shetty,Employee_0724,Mumbai,"Python, Tableau",9,18.12,https://www.linkedin.com/in/zoya-shetty
E0725,Meera Bose,Employee_0725,Bangalore,"Machine Learning, SQL, Power BI, Java",5,10.83,https://www.linkedin.com/in/meera-bose
E0726,Aarohi Verma,Employee_0726,Hyderabad,"Docker, Java, Power BI",0,3.0,https://www.linkedin.com/in/aarohi-verma
E0727,Nisha Banerjee,Employee_0727,Bangalore,"React, Docker, Node.js",5,12.11,https://www.linkedin.com/in/nisha-banerjee
E0728,Kunal Mehta,Employee_0728,Bangalore,"C++, Data Analysis, Node.js, Machine Learning, Java",1,4.36,https://www.linkedin.com/in/kunal-mehta
E0729,Aarohi Gupta,Employee_0729,Pune,"Machine Learning, Power BI, Node.js",8,18.68,https://www.linkedin.com/in/aarohi-gupta
E0730,Anaya Bose,Employee_0730,Bangalore,"Python, Deep Learning, Kubernetes, C++, AWS",8,18.72,https://www.linkedin.com/in/anaya-bose
E0731,Pooja Khan,Employee_0731,Bangalore,"Node.js, Power BI, Python, Deep Learning, C++, Machine Learning",2,8.81,https://www.linkedin.com/in/pooja-khan
E0732,Vihaan Banerjee,Employee_0732,Chennai,"Data Analysis, Deep Learning, Power BI, SQL",2,9.07,https://www.linkedin.com/in/vihaan-banerjee
E0733,Riya Verma,Employee_0733,Pune,"SQL, Data Analysis, Docker, Java, React, Machine Learning",9,17.99,https://www.linkedin.com/in/riya-verma
E0734,Ishaan Chauhan,Employee_0734,Bangalore,"AWS, SQL, JavaScript",0,4.84,https://www.linkedin.com/in/ishaan-chauhan
E0735,Riya Shetty,Employee_0735,Bangalore,"Docker, Machine Learning, React, Kubernetes, Node.js",9,20.81,https://www.linkedin.com/in/riya-shetty
E0736,Sarthak Chauhan,Employee_0736,Pune,"Node.js, Kubernetes, SQL, React, Deep Learning, AWS",1,4.87,https://www.linkedin.com/in/sarthak-chauhan
E0737,Meera Desai,Employee_0737,Hyderabad,"Java, Tableau, Machine Learning, Deep Learning, JavaScript, Kubernetes",9,15.59,https://www.linkedin.com/in/meera-desai
E0738,Riya Chauhan,Employee_0738,Pune,"SQL, Machine Learning, Java, React, Power BI, C++",2,9.2,https://www.linkedin.com/in/riya-chauhan
E0739,Saanvi Reddy,Employee_0739,Pune,"SQL, Java, React, Deep Learning",8,18.24,https://www.linkedin.com/in/saanvi-reddy
E0740,Dhruv Reddy,Employee_0740,Delhi,"Docker, Node.js, Tableau",8,18.21,https://www.linkedin.com/in/dhruv-reddy
E0741,Saanvi Bose,Employee_0741,Chennai,"Java, Kubernetes, Node.js, Data Analysis, Power BI, AWS",0,3.34,https://www.linkedin.com/in/saanvi-bose
E0742,Ananya Mehta,Employee_0742,Hyderabad,"Deep Learning, Machine Learning, Java, Docker, Data Analysis, AWS",10,22.52,https://www.linkedin.com/in/ananya-mehta
E0743,Vihaan Naik,Employee_0743,Bangalore,"Java, Power BI, React, AWS",12,22.69,https://www.linkedin.com/in/vihaan-naik
E0744,Tara Gowda,Employee_0744,Bangalore,"Python, Tableau, React, Power BI, AWS, Java",9,19.63,https://www.linkedin.com/in/tara-gowda
E0745,Neha Mehta,Employee_0745,Chennai,"Tableau, Node.js, Docker",10,16.91,https://www.linkedin.com/in/neha-mehta
E0746,Aarohi Naik,Employee_0746,Delhi,"Machine Learning, AWS, Node.js, Power BI, Tableau, Data Analysis",4,10.37,https://www.linkedin.com/in/aarohi-naik
E0747,Neha Shetty,Employee_0747,Hyderabad,"AWS, Java, SQL, Kubernetes, Python",5,12.07,https://www.linkedin.com/in/neha-shetty
E0748,Om Banerjee,Employee_0748,Delhi,"JavaScript, Python, Power BI",8,17.84,https://www.linkedin.com/in/om-banerjee
E0749,Reyansh Gowda,Employee_0749,Mumbai,"Docker, JavaScript, Java",5,10.11,https://www.linkedin.com/in/reyansh-gowda
E0750,Aarav Desai,Employee_0750,Mumbai,"Kubernetes, Deep Learning, Data Analysis, AWS, Docker",0,3.16,https://www.linkedin.com/in/aarav-desai
E0751,Dev Verma,Employee_0751,Pune,"SQL, Kubernetes, Power BI, JavaScript, Docker, React",7,15.86,https://www.linkedin.com/in/dev-verma
E0752,Saanvi Shetty,Employee_0752,Bangalore,"Tableau, Data Analysis, Python, Deep Learning, AWS, Docker",6,16.82,https://www.linkedin.com/in/saanvi-shetty
E0753,Vihaan Patel,Employee_0753,Bangalore,"Node.js, SQL, Deep Learning",7,12.89,https://www.linkedin.com/in/vihaan-patel
E0754,Tara Chauhan,Employee_0754,Bangalore,"JavaScript, Tableau, Python",1,5.97,https://www.linkedin.com/in/tara-chauhan
E0755,Sarthak Desai,Employee_0755,Delhi,"JavaScript, React, SQL, AWS, Data Analysis",8,14.46,https://www.linkedin.com/in/sarthak-desai
E0756,Sarthak Yadav,Employee_0756,Bangalore,"C++, Data Analysis, Deep Learning",1,6.29,https://www.linkedin.com/in/sarthak-yadav
E0757,Kunal Verma,Employee_0757,Pune,"Deep Learning, React, Power BI, Kubernetes, Machine Learning, Node.js",0,5.78,https://www.linkedin.com/in/kunal-verma
E0758,Ananya Patel,Employee_0758,Hyderabad,"Kubernetes, Java, Data Analysis",7,14.74,https://www.linkedin.com/in/ananya-patel
E0759,Rohan Yadav,Employee_0759,Bangalore,"Tableau, C++, Data Analysis",9,14.64,https://www.linkedin.com/in/rohan-yadav
E0760,Yash Kapoor,Employee_0760,Hyderabad,"Kubernetes, React",3,8.22,https://www.linkedin.com/in/yash-kapoor
E0761,Neha Naik,Employee_0761,Hyderabad,"JavaScript, Kubernetes, Docker, Java, React, Power BI",0,3.0,https://www.linkedin.com/in/neha-naik
E0762,Kunal Bose,Employee_0762,Bangalore,"Kubernetes, JavaScript, Docker, Machine Learning",8,17.8,https://www.linkedin.com/in/kunal-bose
E0763,Ishaan Khan,Employee_0763,Hyderabad,"Java, Data Analysis",3,7.06,https://www.linkedin.com/in/ishaan-khan
E0764,Pooja Desai,Employee_0764,Chennai,"Power BI, Python, JavaScript, Machine Learning, Java",1,6.06,https://www.linkedin.com/in/pooja-desai
E0765,Tara Desai,Employee_0765,Chennai,"C++, Java, Deep Learning",6,9.87,https://www.linkedin.com/in/tara-desai
E0766,Riya Sharma,Employee_0766,Pune,"Tableau, C++, Data Analysis, Machine Learning",1,5.67,https://www.linkedin.com/in/riya-sharma
E0767,Rohan Naik,Employee_0767,Chennai,"AWS, Java, Kubernetes, Machine Learning, JavaScript",7,11.96,https://www.linkedin.com/in/rohan-naik
E0768,Kunal Chauhan,Employee_0768,Pune,"Node.js, AWS, SQL, Machine Learning, Data Analysis",1,6.57,https://www.linkedin.com/in/kunal-chauhan
E0769,Dhruv Mehta,Employee_0769,Mumbai,"Docker, Deep Learning, JavaScript, Tableau, React",2,7.22,https://www.linkedin.com/in/dhruv-mehta
E0770,Arjun Sharma,Employee_0770,Mumbai,"AWS, React, Kubernetes, Python, SQL",12,18.04,https://www.linkedin.com/in/arjun-sharma
E0771,Ishaan Gowda,Employee_0771,Hyderabad,"Machine Learning, Power BI, Deep Learning, React, SQL",8,18.06,https://www.linkedin.com/in/ishaan-gowda
E0772,Rohan Banerjee,Employee_0772,Bangalore,"Node.js, C++, Power BI, Tableau, AWS, JavaScript",8,17.59,https://www.linkedin.com/in/rohan-banerjee
E0773,Priya Iyer,Employee_0773,Chennai,"Tableau, JavaScript, React, Docker",6,12.22,https://www.linkedin.com/in/priya-iyer
E0774,Vihaan Yadav,Employee_0774,Pune,"Java, Kubernetes, AWS, React, Machine Learning, Python",3,8.37,https://www.linkedin.com/in/vihaan-yadav
E0775,Ira Khan,Employee_0775,Hyderabad,"SQL, Machine Learning",12,17.41,https://www.linkedin.com/in/ira-khan
E0776,Vihaan Chauhan,Employee_0776,Hyderabad,"Python, SQL, Java, AWS, Deep Learning",0,5.66,https://www.linkedin.com/in/vihaan-chauhan
E0777,Rohan Khan,Employee_0777,Bangalore,"Node.js, C++",1,6.44,https://www.linkedin.com/in/rohan-khan
E0778,Rohan Reddy,Employee_0778,Bangalore,"Power BI, Machine Learning, JavaScript",6,14.69,https://www.linkedin.com/in/rohan-reddy
E0779,Reyansh Kapoor,Employee_0779,Mumbai,"Tableau, JavaScript, SQL",8,12.98,https://www.linkedin.com/in/reyansh-kapoor
E0780,Harsh Gupta,Employee_0780,Bangalore,"JavaScript, SQL, React, Machine Learning",8,12.68,https://www.linkedin.com/in/harsh-gupta
E0781,Kunal Mukherjee,Employee_0781,Hyderabad,"Python, Node.js, Machine Learning",1,3.65,https://www.linkedin.com/in/kunal-mukherjee
E0782,Krisha Naik,Employee_0782,Bangalore,"Deep Learning, Power BI, Data Analysis, C++",8,18.17,https://www.linkedin.com/in/krisha-naik
E0783,Neha Mehta,Employee_0783,Delhi,"Machine Learning, SQL, Deep Learning, Tableau, Python",12,27.67,https://www.linkedin.com/in/neha-mehta
E0784,Nisha Mukherjee,Employee_0784,Pune,"AWS, SQL, Java",11,20.79,https://www.linkedin.com/in/nisha-mukherjee
E0785,Ira Chauhan,Employee_0785,Bangalore,"C++, Docker, Machine Learning, AWS, Python, Data Analysis",8,18.41,https://www.linkedin.com/in/ira-chauhan
E0786,Aditi Patel,Employee_0786,Hyderabad,"Tableau, SQL, Node.js, Deep Learning",2,8.21,https://www.linkedin.com/in/aditi-patel
E0787,Tara Verma,Employee_0787,Pune,"AWS, SQL, C++",1,7.08,https://www.linkedin.com/in/tara-verma
E0788,Aarohi Singh,Employee_0788,Bangalore,"SQL, Deep Learning, Data Analysis, Power BI, Tableau",9,18.59,https://www.linkedin.com/in/aarohi-singh
E0789,Om Khan,Employee_0789,Pune,"React, JavaScript, Java, Node.js",8,16.11,https://www.linkedin.com/in/om-khan
E0790,Priya Iyer,Employee_0790,Bangalore,"Machine Learning, Power BI, Java",11,19.06,https://www.linkedin.com/in/priya-iyer
E0791,Aditi Gowda,Employee_0791,Hyderabad,"Docker, Kubernetes",4,8.07,https://www.linkedin.com/in/aditi-gowda
E0792,Riya Joshi,Employee_0792,Bangalore,"Kubernetes, Machine Learning",0,5.71,https://www.linkedin.com/in/riya-joshi
E0793,Saanvi Kapoor,Employee_0793,Bangalore,"AWS, React, Deep Learning",9,18.37,https://www.linkedin.com/in/saanvi-kapoor
E0794,Dev Khan,Employee_0794,Bangalore,"Machine Learning, Deep Learning, Java",0,3.0,https://www.linkedin.com/in/dev-khan
E0795,Om Bose,Employee_0795,Pune,"Kubernetes, Machine Learning, AWS, C++, SQL",7,18.59,https://www.linkedin.com/in/om-bose
E0796,Dev Desai,Employee_0796,Bangalore,"Java, Data Analysis",0,3.24,https://www.linkedin.com/in/dev-desai
E0797,Anaya Sharma,Employee_0797,Bangalore,"Kubernetes, Deep Learning",5,11.57,https://www.linkedin.com/in/anaya-sharma
E0798,Tara Singh,Employee_0798,Mumbai,"React, Node.js, Power BI, Java, C++",10,21.55,https://www.linkedin.com/in/tara-singh
E0799,Sarthak Desai,Employee_0799,Hyderabad,"Machine Learning, SQL, C++, Docker",12,20.95,https://www.linkedin.com/in/sarthak-desai
E0800,Aarav Verma,Employee_0800,Bangalore,"Kubernetes, Deep Learning, Power BI, JavaScript, Python, Tableau",12,25.22,https://www.linkedin.com/in/aarav-verma
E0801,Reyansh Singh,Employee_0801,Mumbai,"Docker, Kubernetes, Power BI",5,10.79,https://www.linkedin.com/in/reyansh-singh
E0802,Ananya Naik,Employee_0802,Pune,"Deep Learning, Node.js, JavaScript",7,18.53,https://www.linkedin.com/in/ananya-naik
E0803,Dev Shetty,Employee_0803,Pune,"Data Analysis, Power BI",4,9.4,https://www.linkedin.com/in/dev-shetty
E0804,Aarohi Gowda,Employee_0804,Bangalore,"AWS, Node.js, SQL",0,3.0,https://www.linkedin.com/in/aarohi-gowda
E0805,Saanvi Reddy,Employee_0805,Pune,"AWS, Machine Learning, Kubernetes",0,4.87,https://www.linkedin.com/in/saanvi-reddy
E0806,Harsh Singh,Employee_0806,Bangalore,"Docker, Python",5,8.98,https://www.linkedin.com/in/harsh-singh
E0807,Pooja Chauhan,Employee_0807,Bangalore,"Power BI, React, Java, Node.js",0,3.0,https://www.linkedin.com/in/pooja-chauhan
E0808,Anaya Mukherjee,Employee_0808,Pune,"Node.js, React, Docker, Machine Learning, Java, AWS",0,4.08,https://www.linkedin.com/in/anaya-mukherjee
E0809,Ayaan Sharma,Employee_0809,Bangalore,"Python, Kubernetes",0,3.56,https://www.linkedin.com/in/ayaan-sharma
E0810,Vihaan Bose,Employee_0810,Hyderabad,"Python, JavaScript",0,4.47,https://www.linkedin.com/in/vihaan-bose
E0811,Dev Mukherjee,Employee_0811,Pune,"Python, Power BI, Data Analysis",3,8.79,https://www.linkedin.com/in/dev-mukherjee
E0812,Nisha Joshi,Employee_0812,Hyderabad,"Docker, JavaScript, Machine Learning, Deep Learning, Power BI",8,14.7,https://www.linkedin.com/in/nisha-joshi
E0813,Anaya Joshi,Employee_0813,Bangalore,"Node.js, Deep Learning, Power BI, SQL, Machine Learning",10,21.18,https://www.linkedin.com/in/anaya-joshi
E0814,Arjun Yadav,Employee_0814,Bangalore,"Docker, Kubernetes, Java, JavaScript, SQL, Deep Learning",6,11.11,https://www.linkedin.com/in/arjun-yadav
E0815,Aarohi Reddy,Employee_0815,Mumbai,"Docker, C++",8,14.49,https://www.linkedin.com/in/aarohi-reddy
E0816,Kabir Desai,Employee_0816,Bangalore,"Docker, React, Node.js",0,3.68,https://www.linkedin.com/in/kabir-desai
E0817,Om Chauhan,Employee_0817,Hyderabad,"Machine Learning, Data Analysis, Power BI, Tableau, Deep Learning, SQL",9,15.19,https://www.linkedin.com/in/om-chauhan
E0818,Dev Chauhan,Employee_0818,Bangalore,"Deep Learning, Node.js, Power BI, C++",7,15.27,https://www.linkedin.com/in/dev-chauhan
E0819,Meera Verma,Employee_0819,Delhi,"C++, SQL",8,18.37,https://www.linkedin.com/in/meera-verma
E0820,Anaya Chauhan,Employee_0820,Delhi,"SQL, AWS, Kubernetes, Data Analysis, Python",10,19.22,https://www.linkedin.com/in/anaya-chauhan
E0821,Meera Bose,Employee_0821,Mumbai,"Machine Learning, Deep Learning, Power BI, Tableau",4,10.81,https://www.linkedin.com/in/meera-bose
E0822,Ayaan Gowda,Employee_0822,Delhi,"SQL, Python, Deep Learning",4,8.59,https://www.linkedin.com/in/ayaan-gowda
E0823,Nisha Chauhan,Employee_0823,Mumbai,"Deep Learning, Python, Java",11,17.26,https://www.linkedin.com/in/nisha-chauhan
E0824,Nisha Kapoor,Employee_0824,Bangalore,"React, Docker, Tableau, Deep Learning, JavaScript",3,10.77,https://www.linkedin.com/in/nisha-kapoor
E0825,Priya Reddy,Employee_0825,Delhi,"React, Java, Deep Learning",7,12.32,https://www.linkedin.com/in/priya-reddy
E0826,Dev Singh,Employee_0826,Bangalore,"Deep Learning, SQL, Data Analysis, Python",3,10.23,https://www.linkedin.com/in/dev-singh
E0827,Priya Kapoor,Employee_0827,Bangalore,"Data Analysis, Node.js, JavaScript, Docker",0,3.49,https://www.linkedin.com/in/priya-kapoor
E0828,Pooja Khan,Employee_0828,Pune,"JavaScript, Deep Learning",2,8.03,https://www.linkedin.com/in/pooja-khan
E0829,Ishaan Mukherjee,Employee_0829,Pune,"Machine Learning, SQL, AWS, Data Analysis, Docker, React",8,12.52,https://www.linkedin.com/in/ishaan-mukherjee
E0830,Vihaan Patel,Employee_0830,Delhi,"AWS, Tableau",4,10.03,https://www.linkedin.com/in/vihaan-patel
E0831,Kabir Patel,Employee_0831,Hyderabad,"Java, React, Power BI, JavaScript, SQL, Kubernetes",5,11.33,https://www.linkedin.com/in/kabir-patel
E0832,Harsh Sharma,Employee_0832,Hyderabad,"C++, Deep Learning",9,21.42,https://www.linkedin.com/in/harsh-sharma
E0833,Aditi Singh,Employee_0833,Pune,"Python, Power BI, Tableau, C++, Data Analysis, AWS",0,4.48,https://www.linkedin.com/in/aditi-singh
E0834,Nisha Yadav,Employee_0834,Pune,"Node.js, Java, Tableau, Python",0,5.56,https://www.linkedin.com/in/nisha-yadav
E0835,Reyansh Mehta,Employee_0835,Pune,"Data Analysis, Deep Learning, Tableau, Machine Learning, Node.js, C++",11,24.27,https://www.linkedin.com/in/reyansh-mehta
E0836,Dhruv Mehta,Employee_0836,Bangalore,"C++, Node.js, Deep Learning, React",11,22.82,https://www.linkedin.com/in/dhruv-mehta
E0837,Ishaan Mehta,Employee_0837,Bangalore,"Tableau, SQL, Kubernetes, React",4,10.18,https://www.linkedin.com/in/ishaan-mehta
E0838,Kabir Khan,Employee_0838,Hyderabad,"Docker, Machine Learning",2,5.65,https://www.linkedin.com/in/kabir-khan
E0839,Nisha Chauhan,Employee_0839,Bangalore,"Java, C++",11,20.41,https://www.linkedin.com/in/nisha-chauhan
E0840,Aarohi Chauhan,Employee_0840,Pune,"Python, Node.js, SQL, AWS, JavaScript, Machine Learning",8,17.34,https://www.linkedin.com/in/aarohi-chauhan
E0841,Ishaan Gupta,Employee_0841,Bangalore,"SQL, Docker, AWS, Python",9,17.53,https://www.linkedin.com/in/ishaan-gupta
E0842,Aarav Chauhan,Employee_0842,Bangalore,"C++, JavaScript, Kubernetes, Tableau",12,23.81,https://www.linkedin.com/in/aarav-chauhan
E0843,Vihaan Desai,Employee_0843,Hyderabad,"C++, AWS, React, Kubernetes, Tableau, Power BI",0,3.0,https://www.linkedin.com/in/vihaan-desai
E0844,Aditi Naik,Employee_0844,Delhi,"Data Analysis, Power BI, C++, Java, Python, Node.js",1,6.99,https://www.linkedin.com/in/aditi-naik
E0845,Rohan Mukherjee,Employee_0845,Pune,"C++, Docker",9,14.51,https://www.linkedin.com/in/rohan-mukherjee
E0846,Anaya Reddy,Employee_0846,Bangalore,"Machine Learning, Tableau, Deep Learning, Python",2,5.22,https://www.linkedin.com/in/anaya-reddy
E0847,Zoya Khan,Employee_0847,Hyderabad,"Python, Data Analysis, Machine Learning, Node.js",0,3.0,https://www.linkedin.com/in/zoya-khan
E0848,Priya Yadav,Employee_0848,Mumbai,"SQL, C++, Docker, Tableau",0,3.29,https://www.linkedin.com/in/priya-yadav
E0849,Priya Naik,Employee_0849,Chennai,"AWS, Python, Java, Deep Learning, JavaScript",11,21.67,https://www.linkedin.com/in/priya-naik
E0850,Dev Kapoor,Employee_0850,Hyderabad,"Python, C++",10,21.76,https://www.linkedin.com/in/dev-kapoor
E0851,Saanvi Banerjee,Employee_0851,Bangalore,"Node.js, Deep Learning, React, AWS, SQL, Kubernetes",0,6.0,https://www.linkedin.com/in/saanvi-banerjee
E0852,Dhruv Kapoor,Employee_0852,Chennai,"Docker, Java",8,20.19,https://www.linkedin.com/in/dhruv-kapoor
E0853,Om Desai,Employee_0853,Bangalore,"SQL, Kubernetes, Tableau, Python, Node.js",0,3.64,https://www.linkedin.com/in/om-desai
E0854,Kabir Desai,Employee_0854,Hyderabad,"C++, JavaScript, Tableau",0,5.13,https://www.linkedin.com/in/kabir-desai
E0855,Aarohi Mehta,Employee_0855,Bangalore,"Power BI, Data Analysis, Node.js, Deep Learning",2,6.38,https://www.linkedin.com/in/aarohi-mehta
E0856,Ayaan Joshi,Employee_0856,Bangalore,"React, AWS, JavaScript, C++",9,20.34,https://www.linkedin.com/in/ayaan-joshi
E0857,Harsh Joshi,Employee_0857,Pune,"C++, Java",10,21.21,https://www.linkedin.com/in/harsh-joshi
E0858,Meera Yadav,Employee_0858,Chennai,"SQL, Java, Power BI, Tableau, AWS, Machine Learning",10,21.02,https://www.linkedin.com/in/meera-yadav
E0859,Yash Mukherjee,Employee_0859,Bangalore,"Node.js, SQL, Docker, React",9,18.81,https://www.linkedin.com/in/yash-mukherjee
E0860,Kabir Patel,Employee_0860,Mumbai,"AWS, JavaScript, Power BI",0,5.71,https://www.linkedin.com/in/kabir-patel
E0861,Kabir Gowda,Employee_0861,Chennai,"Tableau, SQL, Power BI, Java",2,6.09,https://www.linkedin.com/in/kabir-gowda
E0862,Aarohi Naik,Employee_0862,Pune,"Tableau, Deep Learning, Power BI, Kubernetes",12,25.85,https://www.linkedin.com/in/aarohi-naik
E0863,Meera Reddy,Employee_0863,Pune,"C++, Tableau",6,11.28,https://www.linkedin.com/in/meera-reddy
E0864,Pooja Gowda,Employee_0864,Bangalore,"Java, SQL, Deep Learning, C++",7,16.26,https://www.linkedin.com/in/pooja-gowda
E0865,Priya Gupta,Employee_0865,Pune,"Node.js, Docker, Python, Machine Learning",5,13.55,https://www.linkedin.com/in/priya-gupta
E0866,Ishaan Naik,Employee_0866,Hyderabad,"JavaScript, Tableau, Java, Python",1,5.87,https://www.linkedin.com/in/ishaan-naik
E0867,Rohan Reddy,Employee_0867,Pune,"Tableau, AWS, Docker, Deep Learning, Data Analysis",0,3.82,https://www.linkedin.com/in/rohan-reddy
E0868,Om Shetty,Employee_0868,Delhi,"SQL, AWS, Power BI",10,15.43,https://www.linkedin.com/in/om-shetty
E0869,Nisha Khan,Employee_0869,Delhi,"SQL, Python, Tableau",6,15.91,https://www.linkedin.com/in/nisha-khan
E0870,Meera Singh,Employee_0870,Hyderabad,"Java, C++, Node.js",12,23.5,https://www.linkedin.com/in/meera-singh
E0871,Rohan Iyer,Employee_0871,Mumbai,"Machine Learning, Power BI, Tableau, SQL",0,3.11,https://www.linkedin.com/in/rohan-iyer
E0872,Kabir Gupta,Employee_0872,Bangalore,"Kubernetes, JavaScript, SQL, Python, Data Analysis, C++",6,13.47,https://www.linkedin.com/in/kabir-gupta
E0873,Tara Singh,Employee_0873,Pune,"Data Analysis, Java, SQL, React, Power BI",0,3.0,https://www.linkedin.com/in/tara-singh
E0874,Harsh Patel,Employee_0874,Bangalore,"AWS, Python",11,25.61,https://www.linkedin.com/in/harsh-patel
E0875,Yash Yadav,Employee_0875,Pune,"Power BI, Kubernetes, Node.js",10,21.88,https://www.linkedin.com/in/yash-yadav
E0876,Tara Iyer,Employee_0876,Bangalore,"AWS, Python, Node.js, Machine Learning, Data Analysis",1,7.83,https://www.linkedin.com/in/tara-iyer
E0877,Aditi Banerjee,Employee_0877,Hyderabad,"React, C++, Java",11,24.57,https://www.linkedin.com/in/aditi-banerjee
E0878,Meera Patel,Employee_0878,Bangalore,"JavaScript, AWS, Java, Python",10,15.84,https://www.linkedin.com/in/meera-patel
E0879,Harsh Iyer,Employee_0879,Mumbai,"Kubernetes, Power BI, C++, Machine Learning, JavaScript, AWS",12,27.65,https://www.linkedin.com/in/harsh-iyer
E0880,Dev Mehta,Employee_0880,Bangalore,"Power BI, Docker, AWS, Python, SQL",0,3.0,https://www.linkedin.com/in/dev-mehta
E0881,Ayaan Verma,Employee_0881,Bangalore,"Node.js, Java, Power BI, C++",0,3.07,https://www.linkedin.com/in/ayaan-verma
E0882,Krisha Reddy,Employee_0882,Delhi,"C++, Machine Learning, Data Analysis, Docker, Python, Node.js",0,5.89,https://www.linkedin.com/in/krisha-reddy
E0883,Rohan Shetty,Employee_0883,Delhi,"AWS, Docker, Data Analysis, Power BI",12,21.73,https://www.linkedin.com/in/rohan-shetty
E0884,Ira Gowda,Employee_0884,Bangalore,"Power BI, Kubernetes, Docker, React",2,5.81,https://www.linkedin.com/in/ira-gowda
E0885,Aarav Shetty,Employee_0885,Bangalore,"JavaScript, Java, Python, React, Kubernetes",1,6.18,https://www.linkedin.com/in/aarav-shetty
E0886,Riya Desai,Employee_0886,Bangalore,"Python, Data Analysis, Tableau",0,3.0,https://www.linkedin.com/in/riya-desai
E0887,Saanvi Naik,Employee_0887,Hyderabad,"Python, Data Analysis, AWS, Docker",10,15.57,https://www.linkedin.com/in/saanvi-naik
E0888,Om Iyer,Employee_0888,Bangalore,"Data Analysis, Kubernetes, C++, Java",1,6.87,https://www.linkedin.com/in/om-iyer
E0889,Zoya Joshi,Employee_0889,Pune,"C++, Machine Learning",6,12.2,https://www.linkedin.com/in/zoya-joshi
E0890,Riya Reddy,Employee_0890,Hyderabad,"JavaScript, Docker, Data Analysis",1,3.92,https://www.linkedin.com/in/riya-reddy
